supply_id,allocation_date,product_id,supply_grade,age_days,shelf_life_days,usable_quantity_kg,expires_next_day,unit_value_per_kg
S0004130,2025-03-10,P05,B,2,5,7.0,0,4.1
S0004131,2025-03-10,P05,B,3,5,2.0,0,4.1
S0004132,2025-03-10,P05,B,4,5,1.0,1,4.1
S0004133,2025-03-10,P06,A,0,3,11.0,0,3.0
S0004134,2025-03-10,P06,A,1,3,14.0,0,3.0
S0004135,2025-03-10,P06,A,2,3,1.0,1,3.0
S0004136,2025-03-10,P06,B,0,3,10.0,0,3.0
S0004137,2025-03-10,P06,B,1,3,5.0,0,3.0
S0004138,2025-03-10,P06,B,2,3,1.0,1,3.0
S0004139,2025-03-10,P07,A,0,7,14.0,0,1.8
S0004140,2025-03-10,P07,A,1,7,16.0,0,1.8
S0004141,2025-03-10,P07,A,2,7,8.0,0,1.8
S0004142,2025-03-10,P07,A,3,7,3.0,0,1.8
S0004143,2025-03-10,P07,A,4,7,7.0,0,1.8
S0004144,2025-03-10,P07,A,5,7,5.0,0,1.8
S0004145,2025-03-10,P07,A,6,7,9.0,1,1.8
S0004146,2025-03-10,P07,B,0,7,5.0,0,1.8
S0004147,2025-03-10,P07,B,1,7,2.0,0,1.8
S0004148,2025-03-10,P07,B,2,7,2.0,0,1.8
S0004149,2025-03-10,P07,B,3,7,1.0,0,1.8
S0004150,2025-03-10,P07,B,6,7,1.0,1,1.8
S0004151,2025-03-10,P08,A,0,5,15.0,0,3.7
S0004152,2025-03-10,P08,A,1,5,16.0,0,3.7
S0004153,2025-03-10,P08,A,2,5,4.0,0,3.7
S0004154,2025-03-10,P08,A,3,5,8.0,0,3.7
S0004155,2025-03-10,P08,A,4,5,2.0,1,3.7
S0004156,2025-03-10,P08,B,0,5,15.0,0,3.7
S0004157,2025-03-10,P08,B,1,5,5.0,0,3.7
S0004158,2025-03-10,P08,B,2,5,15.0,0,3.7
S0004159,2025-03-10,P08,B,3,5,3.0,0,3.7
S0004160,2025-03-10,P08,B,4,5,7.0,1,3.7
S0004161,2025-03-11,P01,A,0,3,31.0,0,3.2
S0004162,2025-03-11,P01,A,1,3,14.0,0,3.2
S0004163,2025-03-11,P01,A,2,3,5.0,1,3.2
S0004164,2025-03-11,P01,B,0,3,39.0,0,3.2
S0004165,2025-03-11,P01,B,1,3,8.0,0,3.2
S0004166,2025-03-11,P01,B,2,3,4.0,1,3.2
S0004167,2025-03-11,P02,A,0,3,33.0,0,2.6
S0004168,2025-03-11,P02,A,1,3,16.0,0,2.6
S0004169,2025-03-11,P02,A,2,3,1.0,1,2.6
S0004170,2025-03-11,P02,B,0,3,19.0,0,2.6
S0004171,2025-03-11,P02,B,1,3,8.0,0,2.6
S0004172,2025-03-11,P02,B,2,3,1.0,1,2.6
S0004173,2025-03-11,P03,A,0,4,42.0,0,2.1
S0004174,2025-03-11,P03,A,1,4,16.0,0,2.1
S0004175,2025-03-11,P03,A,2,4,19.0,0,2.1
S0004176,2025-03-11,P03,A,3,4,10.0,1,2.1
S0004177,2025-03-11,P03,B,0,4,12.0,0,2.1
S0004178,2025-03-11,P03,B,1,4,10.0,0,2.1
S0004179,2025-03-11,P03,B,2,4,2.0,0,2.1
S0004180,2025-03-11,P04,A,0,3,20.0,0,6.8
S0004181,2025-03-11,P04,A,1,3,9.0,0,6.8
S0004182,2025-03-11,P04,A,2,3,5.0,1,6.8
S0004183,2025-03-11,P04,B,0,3,17.0,0,6.8
S0004184,2025-03-11,P04,B,1,3,10.0,0,6.8
S0004185,2025-03-11,P05,A,0,5,3.0,0,4.1
S0004186,2025-03-11,P05,A,1,5,24.0,0,4.1
S0004187,2025-03-11,P05,A,2,5,6.0,0,4.1
S0004188,2025-03-11,P05,A,3,5,2.0,0,4.1
S0004189,2025-03-11,P05,B,0,5,4.0,0,4.1
S0004190,2025-03-11,P05,B,1,5,3.0,0,4.1
S0004191,2025-03-11,P05,B,2,5,3.0,0,4.1
S0004192,2025-03-11,P05,B,3,5,4.0,0,4.1
S0004193,2025-03-11,P06,A,0,3,30.0,0,3.0
S0004194,2025-03-11,P06,A,1,3,8.0,0,3.0
S0004195,2025-03-11,P06,A,2,3,2.0,1,3.0
S0004196,2025-03-11,P06,B,0,3,14.0,0,3.0
S0004197,2025-03-11,P06,B,1,3,8.0,0,3.0
S0004198,2025-03-11,P06,B,2,3,3.0,1,3.0
S0004199,2025-03-11,P07,A,0,7,29.0,0,1.8
S0004200,2025-03-11,P07,A,1,7,12.0,0,1.8
S0004201,2025-03-11,P07,A,2,7,12.0,0,1.8
S0004202,2025-03-11,P07,A,3,7,16.0,0,1.8
S0004203,2025-03-11,P07,A,4,7,3.0,0,1.8
S0004204,2025-03-11,P07,A,5,7,11.0,0,1.8
S0004205,2025-03-11,P07,A,6,7,10.0,1,1.8
S0004206,2025-03-11,P07,B,0,7,5.0,0,1.8
S0004207,2025-03-11,P07,B,1,7,4.0,0,1.8
S0004208,2025-03-11,P07,B,2,7,1.0,0,1.8
S0004209,2025-03-11,P07,B,3,7,4.0,0,1.8
S0004210,2025-03-11,P07,B,4,7,2.0,0,1.8
S0004211,2025-03-11,P08,A,0,5,16.0,0,3.7
S0004212,2025-03-11,P08,A,1,5,7.0,0,3.7
S0004213,2025-03-11,P08,A,2,5,4.0,0,3.7
S0004214,2025-03-11,P08,A,3,5,2.0,0,3.7
S0004215,2025-03-11,P08,A,4,5,1.0,1,3.7
S0004216,2025-03-11,P08,B,0,5,7.0,0,3.7
S0004217,2025-03-11,P08,B,1,5,8.0,0,3.7
S0004218,2025-03-11,P08,B,2,5,3.0,0,3.7
S0004219,2025-03-11,P08,B,3,5,3.0,0,3.7
S0004220,2025-03-11,P08,B,4,5,1.0,1,3.7
S0004221,2025-03-12,P01,A,0,3,27.0,0,3.2
S0004222,2025-03-12,P01,A,1,3,20.0,0,3.2
S0004223,2025-03-12,P01,A,2,3,7.0,1,3.2
S0004224,2025-03-12,P01,B,0,3,32.0,0,3.2
S0004225,2025-03-12,P01,B,1,3,19.0,0,3.2
S0004226,2025-03-12,P01,B,2,3,14.0,1,3.2
S0004227,2025-03-12,P02,A,0,3,18.0,0,2.6
S0004228,2025-03-12,P02,A,1,3,43.0,0,2.6
S0004229,2025-03-12,P02,A,2,3,5.0,1,2.6
S0004230,2025-03-12,P02,B,0,3,9.0,0,2.6
S0004231,2025-03-12,P02,B,1,3,3.0,0,2.6
S0004232,2025-03-12,P02,B,2,3,1.0,1,2.6
S0004233,2025-03-12,P03,A,0,4,16.0,0,2.1
S0004234,2025-03-12,P03,A,1,4,13.0,0,2.1
S0004235,2025-03-12,P03,A,2,4,8.0,0,2.1
S0004236,2025-03-12,P03,A,3,4,3.0,1,2.1
S0004237,2025-03-12,P03,B,0,4,20.0,0,2.1
S0004238,2025-03-12,P03,B,1,4,10.0,0,2.1
S0004239,2025-03-12,P03,B,2,4,4.0,0,2.1
S0004240,2025-03-12,P03,B,3,4,14.0,1,2.1
S0004241,2025-03-12,P04,A,0,3,16.0,0,6.8
S0004242,2025-03-12,P04,A,1,3,6.0,0,6.8
S0004243,2025-03-12,P04,A,2,3,2.0,1,6.8
S0004244,2025-03-12,P04,B,0,3,24.0,0,6.8
S0004245,2025-03-12,P04,B,1,3,2.0,0,6.8
S0004246,2025-03-12,P04,B,2,3,3.0,1,6.8
S0004247,2025-03-12,P05,A,0,5,22.0,0,4.1
S0004248,2025-03-12,P05,A,1,5,12.0,0,4.1
S0004249,2025-03-12,P05,A,2,5,5.0,0,4.1
S0004250,2025-03-12,P05,A,3,5,10.0,0,4.1
S0004251,2025-03-12,P05,A,4,5,3.0,1,4.1
S0004252,2025-03-12,P05,B,0,5,9.0,0,4.1
S0004253,2025-03-12,P05,B,1,5,2.0,0,4.1
S0004254,2025-03-12,P05,B,2,5,3.0,0,4.1
S0004255,2025-03-12,P05,B,3,5,2.0,0,4.1
S0004256,2025-03-12,P06,A,0,3,22.0,0,3.0
S0004257,2025-03-12,P06,A,1,3,17.0,0,3.0
S0004258,2025-03-12,P06,B,0,3,7.0,0,3.0
S0004259,2025-03-12,P06,B,1,3,8.0,0,3.0
S0004260,2025-03-12,P06,B,2,3,3.0,1,3.0
S0004261,2025-03-12,P07,A,0,7,24.0,0,1.8
S0004262,2025-03-12,P07,A,1,7,19.0,0,1.8
S0004263,2025-03-12,P07,A,2,7,5.0,0,1.8
S0004264,2025-03-12,P07,A,3,7,4.0,0,1.8
S0004265,2025-03-12,P07,A,4,7,12.0,0,1.8
S0004266,2025-03-12,P07,A,5,7,5.0,0,1.8
S0004267,2025-03-12,P07,A,6,7,1.0,1,1.8
S0004268,2025-03-12,P07,B,0,7,22.0,0,1.8
S0004269,2025-03-12,P07,B,1,7,6.0,0,1.8
S0004270,2025-03-12,P07,B,2,7,12.0,0,1.8
S0004271,2025-03-12,P07,B,3,7,7.0,0,1.8
S0004272,2025-03-12,P07,B,4,7,4.0,0,1.8
S0004273,2025-03-12,P07,B,5,7,4.0,0,1.8
S0004274,2025-03-12,P07,B,6,7,4.0,1,1.8
S0004275,2025-03-12,P08,A,0,5,14.0,0,3.7
S0004276,2025-03-12,P08,A,1,5,16.0,0,3.7
S0004277,2025-03-12,P08,A,2,5,11.0,0,3.7
S0004278,2025-03-12,P08,A,3,5,2.0,0,3.7
S0004279,2025-03-12,P08,A,4,5,1.0,1,3.7
S0004280,2025-03-12,P08,B,0,5,6.0,0,3.7
S0004281,2025-03-12,P08,B,1,5,10.0,0,3.7
S0004282,2025-03-12,P08,B,2,5,8.0,0,3.7
S0004283,2025-03-12,P08,B,3,5,7.0,0,3.7
S0004284,2025-03-13,P01,A,0,3,24.0,0,3.2
S0004285,2025-03-13,P01,A,1,3,11.0,0,3.2
S0004286,2025-03-13,P01,A,2,3,3.0,1,3.2
S0004287,2025-03-13,P01,B,0,3,31.0,0,3.2
S0004288,2025-03-13,P01,B,1,3,12.0,0,3.2
S0004289,2025-03-13,P02,A,0,3,45.0,0,2.6
S0004290,2025-03-13,P02,A,1,3,40.0,0,2.6
S0004291,2025-03-13,P02,A,2,3,2.0,1,2.6
S0004292,2025-03-13,P02,B,0,3,10.0,0,2.6
S0004293,2025-03-13,P02,B,1,3,4.0,0,2.6
S0004294,2025-03-13,P02,B,2,3,1.0,1,2.6
S0004295,2025-03-13,P03,A,0,4,37.0,0,2.1
S0004296,2025-03-13,P03,A,1,4,20.0,0,2.1
S0004297,2025-03-13,P03,A,2,4,16.0,0,2.1
S0004298,2025-03-13,P03,A,3,4,3.0,1,2.1
S0004299,2025-03-13,P03,B,0,4,8.0,0,2.1
S0004300,2025-03-13,P03,B,1,4,7.0,0,2.1
S0004301,2025-03-13,P03,B,2,4,3.0,0,2.1
S0004302,2025-03-13,P04,A,0,3,38.0,0,6.8
S0004303,2025-03-13,P04,A,1,3,6.0,0,6.8
S0004304,2025-03-13,P04,A,2,3,5.0,1,6.8
S0004305,2025-03-13,P04,B,0,3,7.0,0,6.8
S0004306,2025-03-13,P04,B,1,3,2.0,0,6.8
S0004307,2025-03-13,P05,A,0,5,4.0,0,4.1
S0004308,2025-03-13,P05,A,1,5,21.0,0,4.1
S0004309,2025-03-13,P05,A,2,5,10.0,0,4.1
S0004310,2025-03-13,P05,A,3,5,6.0,0,4.1
S0004311,2025-03-13,P05,A,4,5,2.0,1,4.1
S0004312,2025-03-13,P05,B,0,5,15.0,0,4.1
S0004313,2025-03-13,P05,B,1,5,10.0,0,4.1
S0004314,2025-03-13,P05,B,2,5,4.0,0,4.1
S0004315,2025-03-13,P05,B,3,5,7.0,0,4.1
S0004316,2025-03-13,P05,B,4,5,3.0,1,4.1
S0004317,2025-03-13,P06,A,0,3,8.0,0,3.0
S0004318,2025-03-13,P06,A,1,3,16.0,0,3.0
S0004319,2025-03-13,P06,A,2,3,10.0,1,3.0
S0004320,2025-03-13,P06,B,0,3,2.0,0,3.0
S0004321,2025-03-13,P06,B,1,3,3.0,0,3.0
S0004322,2025-03-13,P06,B,2,3,5.0,1,3.0
S0004323,2025-03-13,P07,A,0,7,9.0,0,1.8
S0004324,2025-03-13,P07,A,1,7,5.0,0,1.8
S0004325,2025-03-13,P07,A,2,7,8.0,0,1.8
S0004326,2025-03-13,P07,A,3,7,3.0,0,1.8
S0004327,2025-03-13,P07,A,4,7,4.0,0,1.8
S0004328,2025-03-13,P07,A,5,7,6.0,0,1.8
S0004329,2025-03-13,P07,B,0,7,17.0,0,1.8
S0004330,2025-03-13,P07,B,1,7,1.0,0,1.8
S0004331,2025-03-13,P07,B,2,7,11.0,0,1.8
S0004332,2025-03-13,P07,B,3,7,2.0,0,1.8
S0004333,2025-03-13,P07,B,4,7,7.0,0,1.8
S0004334,2025-03-13,P07,B,5,7,3.0,0,1.8
S0004335,2025-03-13,P07,B,6,7,1.0,1,1.8
S0004336,2025-03-13,P08,A,0,5,25.0,0,3.7
S0004337,2025-03-13,P08,A,1,5,6.0,0,3.7
S0004338,2025-03-13,P08,A,2,5,15.0,0,3.7
S0004339,2025-03-13,P08,A,3,5,4.0,0,3.7
S0004340,2025-03-13,P08,A,4,5,4.0,1,3.7
S0004341,2025-03-13,P08,B,0,5,5.0,0,3.7
S0004342,2025-03-13,P08,B,1,5,4.0,0,3.7
S0004343,2025-03-13,P08,B,2,5,1.0,0,3.7
S0004344,2025-03-14,P01,A,0,3,20.0,0,3.2
S0004345,2025-03-14,P01,A,1,3,34.0,0,3.2
S0004346,2025-03-14,P01,A,2,3,1.0,1,3.2
S0004347,2025-03-14,P01,B,0,3,21.0,0,3.2
S0004348,2025-03-14,P01,B,1,3,12.0,0,3.2
S0004349,2025-03-14,P01,B,2,3,4.0,1,3.2
S0004350,2025-03-14,P02,A,0,3,42.0,0,2.6
S0004351,2025-03-14,P02,A,1,3,37.0,0,2.6
S0004352,2025-03-14,P02,A,2,3,1.0,1,2.6
S0004353,2025-03-14,P02,B,0,3,11.0,0,2.6
S0004354,2025-03-14,P02,B,1,3,3.0,0,2.6
S0004355,2025-03-14,P03,A,0,4,37.0,0,2.1
S0004356,2025-03-14,P03,A,1,4,18.0,0,2.1
S0004357,2025-03-14,P03,A,3,4,4.0,1,2.1
S0004358,2025-03-14,P03,B,0,4,29.0,0,2.1
S0004359,2025-03-14,P03,B,1,4,9.0,0,2.1
S0004360,2025-03-14,P03,B,2,4,5.0,0,2.1
S0004361,2025-03-14,P03,B,3,4,9.0,1,2.1
S0004362,2025-03-14,P04,A,0,3,12.0,0,6.8
S0004363,2025-03-14,P04,A,1,3,11.0,0,6.8
S0004364,2025-03-14,P04,A,2,3,2.0,1,6.8
S0004365,2025-03-14,P04,B,0,3,15.0,0,6.8
S0004366,2025-03-14,P04,B,1,3,7.0,0,6.8
S0004367,2025-03-14,P04,B,2,3,1.0,1,6.8
S0004368,2025-03-14,P05,A,0,5,9.0,0,4.1
S0004369,2025-03-14,P05,A,1,5,10.0,0,4.1
S0004370,2025-03-14,P05,A,2,5,5.0,0,4.1
S0004371,2025-03-14,P05,A,3,5,12.0,0,4.1
S0004372,2025-03-14,P05,A,4,5,2.0,1,4.1
S0004373,2025-03-14,P05,B,0,5,12.0,0,4.1
S0004374,2025-03-14,P05,B,1,5,15.0,0,4.1
S0004375,2025-03-14,P05,B,2,5,3.0,0,4.1
S0004376,2025-03-14,P05,B,3,5,5.0,0,4.1
S0004377,2025-03-14,P05,B,4,5,1.0,1,4.1
S0004378,2025-03-14,P06,A,0,3,25.0,0,3.0
S0004379,2025-03-14,P06,A,1,3,18.0,0,3.0
S0004380,2025-03-14,P06,A,2,3,4.0,1,3.0
S0004381,2025-03-14,P06,B,0,3,9.0,0,3.0
S0004382,2025-03-14,P06,B,1,3,1.0,0,3.0
S0004383,2025-03-14,P07,A,0,7,8.0,0,1.8
S0004384,2025-03-14,P07,A,1,7,8.0,0,1.8
S0004385,2025-03-14,P07,A,2,7,8.0,0,1.8
S0004386,2025-03-14,P07,A,3,7,8.0,0,1.8
S0004387,2025-03-14,P07,A,4,7,2.0,0,1.8
S0004388,2025-03-14,P07,A,5,7,3.0,0,1.8
S0004389,2025-03-14,P07,A,6,7,1.0,1,1.8
S0004390,2025-03-14,P07,B,0,7,6.0,0,1.8
S0004391,2025-03-14,P07,B,1,7,2.0,0,1.8
S0004392,2025-03-14,P07,B,2,7,6.0,0,1.8
S0004393,2025-03-14,P07,B,3,7,2.0,0,1.8
S0004394,2025-03-14,P07,B,4,7,3.0,0,1.8
S0004395,2025-03-14,P07,B,5,7,1.0,0,1.8
S0004396,2025-03-14,P07,B,6,7,1.0,1,1.8
S0004397,2025-03-14,P08,A,0,5,7.0,0,3.7
S0004398,2025-03-14,P08,A,1,5,9.0,0,3.7
S0004399,2025-03-14,P08,A,2,5,11.0,0,3.7
S0004400,2025-03-14,P08,A,3,5,2.0,0,3.7
S0004401,2025-03-14,P08,B,0,5,9.0,0,3.7
S0004402,2025-03-14,P08,B,1,5,13.0,0,3.7
S0004403,2025-03-14,P08,B,2,5,2.0,0,3.7
S0004404,2025-03-14,P08,B,3,5,6.0,0,3.7
S0004405,2025-03-15,P01,A,0,3,32.0,0,3.2
S0004406,2025-03-15,P01,A,1,3,32.0,0,3.2
S0004407,2025-03-15,P01,A,2,3,2.0,1,3.2
S0004408,2025-03-15,P01,B,0,3,8.0,0,3.2
S0004409,2025-03-15,P01,B,1,3,3.0,0,3.2
S0004410,2025-03-15,P01,B,2,3,4.0,1,3.2
S0004411,2025-03-15,P02,A,0,3,24.0,0,2.6
S0004412,2025-03-15,P02,A,1,3,20.0,0,2.6
S0004413,2025-03-15,P02,B,0,3,22.0,0,2.6
S0004414,2025-03-15,P02,B,1,3,2.0,0,2.6
S0004415,2025-03-15,P02,B,2,3,4.0,1,2.6
S0004416,2025-03-15,P03,A,0,4,14.0,0,2.1
S0004417,2025-03-15,P03,A,1,4,14.0,0,2.1
S0004418,2025-03-15,P03,A,2,4,10.0,0,2.1
S0004419,2025-03-15,P03,B,0,4,14.0,0,2.1
S0004420,2025-03-15,P03,B,1,4,18.0,0,2.1
S0004421,2025-03-15,P03,B,2,4,13.0,0,2.1
S0004422,2025-03-15,P03,B,3,4,1.0,1,2.1
S0004423,2025-03-15,P04,A,0,3,12.0,0,6.8
S0004424,2025-03-15,P04,A,1,3,15.0,0,6.8
S0004425,2025-03-15,P04,A,2,3,2.0,1,6.8
S0004426,2025-03-15,P04,B,0,3,21.0,0,6.8
S0004427,2025-03-15,P04,B,1,3,11.0,0,6.8
S0004428,2025-03-15,P04,B,2,3,3.0,1,6.8
S0004429,2025-03-15,P05,A,0,5,6.0,0,4.1
S0004430,2025-03-15,P05,A,1,5,9.0,0,4.1
S0004431,2025-03-15,P05,A,2,5,6.0,0,4.1
S0004432,2025-03-15,P05,A,3,5,5.0,0,4.1
S0004433,2025-03-15,P05,B,0,5,9.0,0,4.1
S0004434,2025-03-15,P05,B,1,5,6.0,0,4.1
S0004435,2025-03-15,P05,B,2,5,11.0,0,4.1
S0004436,2025-03-15,P05,B,3,5,3.0,0,4.1
S0004437,2025-03-15,P06,A,0,3,9.0,0,3.0
S0004438,2025-03-15,P06,A,1,3,10.0,0,3.0
S0004439,2025-03-15,P06,A,2,3,5.0,1,3.0
S0004440,2025-03-15,P06,B,0,3,4.0,0,3.0
S0004441,2025-03-15,P06,B,1,3,15.0,0,3.0
S0004442,2025-03-15,P07,A,0,7,9.0,0,1.8
S0004443,2025-03-15,P07,A,1,7,13.0,0,1.8
S0004444,2025-03-15,P07,A,2,7,7.0,0,1.8
S0004445,2025-03-15,P07,A,3,7,20.0,0,1.8
S0004446,2025-03-15,P07,A,4,7,5.0,0,1.8
S0004447,2025-03-15,P07,A,5,7,5.0,0,1.8
S0004448,2025-03-15,P07,B,0,7,11.0,0,1.8
S0004449,2025-03-15,P07,B,1,7,11.0,0,1.8
S0004450,2025-03-15,P07,B,2,7,2.0,0,1.8
S0004451,2025-03-15,P07,B,3,7,9.0,0,1.8
S0004452,2025-03-15,P07,B,4,7,11.0,0,1.8
S0004453,2025-03-15,P07,B,5,7,2.0,0,1.8
S0004454,2025-03-15,P07,B,6,7,5.0,1,1.8
S0004455,2025-03-15,P08,A,0,5,18.0,0,3.7
S0004456,2025-03-15,P08,A,1,5,5.0,0,3.7
S0004457,2025-03-15,P08,A,2,5,13.0,0,3.7
S0004458,2025-03-15,P08,A,3,5,5.0,0,3.7
S0004459,2025-03-15,P08,A,4,5,3.0,1,3.7
S0004460,2025-03-15,P08,B,0,5,3.0,0,3.7
S0004461,2025-03-15,P08,B,1,5,3.0,0,3.7
S0004462,2025-03-15,P08,B,2,5,6.0,0,3.7
S0004463,2025-03-15,P08,B,3,5,1.0,0,3.7
S0004464,2025-03-15,P08,B,4,5,7.0,1,3.7
S0004465,2025-03-16,P01,A,0,3,29.0,0,3.2
S0004466,2025-03-16,P01,A,1,3,37.0,0,3.2
S0004467,2025-03-16,P01,A,2,3,3.0,1,3.2
S0004468,2025-03-16,P01,B,0,3,27.0,0,3.2
S0004469,2025-03-16,P01,B,1,3,21.0,0,3.2
S0004470,2025-03-16,P01,B,2,3,2.0,1,3.2
S0004471,2025-03-16,P02,A,0,3,40.0,0,2.6
S0004472,2025-03-16,P02,A,1,3,11.0,0,2.6
S0004473,2025-03-16,P02,A,2,3,9.0,1,2.6
S0004474,2025-03-16,P02,B,0,3,10.0,0,2.6
S0004475,2025-03-16,P02,B,1,3,4.0,0,2.6
S0004476,2025-03-16,P03,A,0,4,17.0,0,2.1
S0004477,2025-03-16,P03,A,1,4,11.0,0,2.1
S0004478,2025-03-16,P03,A,2,4,33.0,0,2.1
S0004479,2025-03-16,P03,A,3,4,10.0,1,2.1
S0004480,2025-03-16,P03,B,0,4,10.0,0,2.1
S0004481,2025-03-16,P03,B,1,4,7.0,0,2.1
S0004482,2025-03-16,P03,B,2,4,4.0,0,2.1
S0004483,2025-03-16,P03,B,3,4,1.0,1,2.1
S0004484,2025-03-16,P04,A,0,3,24.0,0,6.8
S0004485,2025-03-16,P04,A,1,3,5.0,0,6.8
S0004486,2025-03-16,P04,A,2,3,8.0,1,6.8
S0004487,2025-03-16,P04,B,0,3,14.0,0,6.8
S0004488,2025-03-16,P04,B,1,3,15.0,0,6.8
S0004489,2025-03-16,P04,B,2,3,1.0,1,6.8
S0004490,2025-03-16,P05,A,0,5,15.0,0,4.1
S0004491,2025-03-16,P05,A,1,5,17.0,0,4.1
S0004492,2025-03-16,P05,A,2,5,5.0,0,4.1
S0004493,2025-03-16,P05,A,3,5,1.0,0,4.1
S0004494,2025-03-16,P05,A,4,5,1.0,1,4.1
S0004495,2025-03-16,P05,B,0,5,12.0,0,4.1
S0004496,2025-03-16,P05,B,1,5,12.0,0,4.1
S0004497,2025-03-16,P05,B,2,5,7.0,0,4.1
S0004498,2025-03-16,P05,B,4,5,1.0,1,4.1
S0004499,2025-03-16,P06,A,0,3,10.0,0,3.0
S0004500,2025-03-16,P06,A,1,3,4.0,0,3.0
S0004501,2025-03-16,P06,A,2,3,1.0,1,3.0
S0004502,2025-03-16,P06,B,0,3,10.0,0,3.0
S0004503,2025-03-16,P06,B,1,3,5.0,0,3.0
S0004504,2025-03-16,P06,B,2,3,2.0,1,3.0
S0004505,2025-03-16,P07,A,0,7,31.0,0,1.8
S0004506,2025-03-16,P07,A,1,7,32.0,0,1.8
S0004507,2025-03-16,P07,A,2,7,41.0,0,1.8
S0004508,2025-03-16,P07,A,3,7,19.0,0,1.8
S0004509,2025-03-16,P07,A,4,7,4.0,0,1.8
S0004510,2025-03-16,P07,A,5,7,2.0,0,1.8
S0004511,2025-03-16,P07,A,6,7,5.0,1,1.8
S0004512,2025-03-16,P07,B,0,7,7.0,0,1.8
S0004513,2025-03-16,P07,B,1,7,3.0,0,1.8
S0004514,2025-03-16,P07,B,2,7,4.0,0,1.8
S0004515,2025-03-16,P07,B,3,7,4.0,0,1.8
S0004516,2025-03-16,P07,B,4,7,2.0,0,1.8
S0004517,2025-03-16,P07,B,5,7,2.0,0,1.8
S0004518,2025-03-16,P07,B,6,7,2.0,1,1.8
S0004519,2025-03-16,P08,A,0,5,17.0,0,3.7
S0004520,2025-03-16,P08,A,1,5,7.0,0,3.7
S0004521,2025-03-16,P08,A,2,5,2.0,0,3.7
S0004522,2025-03-16,P08,A,3,5,2.0,0,3.7
S0004523,2025-03-16,P08,A,4,5,1.0,1,3.7
S0004524,2025-03-16,P08,B,0,5,12.0,0,3.7
S0004525,2025-03-16,P08,B,1,5,6.0,0,3.7
S0004526,2025-03-16,P08,B,2,5,1.0,0,3.7
S0004527,2025-03-16,P08,B,3,5,1.0,0,3.7
S0004528,2025-03-16,P08,B,4,5,10.0,1,3.7
S0004529,2025-03-17,P01,A,0,3,27.0,0,3.2
S0004530,2025-03-17,P01,A,1,3,14.0,0,3.2
S0004531,2025-03-17,P01,A,2,3,22.0,1,3.2
S0004532,2025-03-17,P01,B,0,3,17.0,0,3.2
S0004533,2025-03-17,P01,B,1,3,9.0,0,3.2
S0004534,2025-03-17,P01,B,2,3,8.0,1,3.2
S0004535,2025-03-17,P02,A,0,3,22.0,0,2.6
S0004536,2025-03-17,P02,A,1,3,15.0,0,2.6
S0004537,2025-03-17,P02,A,2,3,2.0,1,2.6
S0004538,2025-03-17,P02,B,0,3,27.0,0,2.6
S0004539,2025-03-17,P02,B,1,3,19.0,0,2.6
S0004540,2025-03-17,P02,B,2,3,1.0,1,2.6
S0004541,2025-03-17,P03,A,0,4,37.0,0,2.1
S0004542,2025-03-17,P03,A,1,4,23.0,0,2.1
S0004543,2025-03-17,P03,A,2,4,17.0,0,2.1
S0004544,2025-03-17,P03,A,3,4,3.0,1,2.1
S0004545,2025-03-17,P03,B,0,4,9.0,0,2.1
S0004546,2025-03-17,P03,B,1,4,4.0,0,2.1
S0004547,2025-03-17,P03,B,2,4,1.0,0,2.1
S0004548,2025-03-17,P04,A,0,3,27.0,0,6.8
S0004549,2025-03-17,P04,A,1,3,15.0,0,6.8
S0004550,2025-03-17,P04,A,2,3,5.0,1,6.8
S0004551,2025-03-17,P04,B,0,3,7.0,0,6.8
S0004552,2025-03-17,P04,B,1,3,3.0,0,6.8
S0004553,2025-03-17,P04,B,2,3,1.0,1,6.8
S0004554,2025-03-17,P05,A,0,5,24.0,0,4.1
S0004555,2025-03-17,P05,A,1,5,28.0,0,4.1
S0004556,2025-03-17,P05,A,2,5,12.0,0,4.1
S0004557,2025-03-17,P05,A,3,5,3.0,0,4.1
S0004558,2025-03-17,P05,A,4,5,9.0,1,4.1
S0004559,2025-03-17,P05,B,0,5,8.0,0,4.1
S0004560,2025-03-17,P05,B,1,5,3.0,0,4.1
S0004561,2025-03-17,P05,B,2,5,7.0,0,4.1
S0004562,2025-03-17,P05,B,3,5,3.0,0,4.1
S0004563,2025-03-17,P06,A,0,3,8.0,0,3.0
S0004564,2025-03-17,P06,A,1,3,17.0,0,3.0
S0004565,2025-03-17,P06,A,2,3,2.0,1,3.0
S0004566,2025-03-17,P06,B,0,3,3.0,0,3.0
S0004567,2025-03-17,P06,B,1,3,6.0,0,3.0
S0004568,2025-03-17,P06,B,2,3,2.0,1,3.0
S0004569,2025-03-17,P07,A,0,7,38.0,0,1.8
S0004570,2025-03-17,P07,A,1,7,18.0,0,1.8
S0004571,2025-03-17,P07,A,2,7,14.0,0,1.8
S0004572,2025-03-17,P07,A,3,7,6.0,0,1.8
S0004573,2025-03-17,P07,A,4,7,1.0,0,1.8
S0004574,2025-03-17,P07,A,5,7,6.0,0,1.8
S0004575,2025-03-17,P07,A,6,7,3.0,1,1.8
S0004576,2025-03-17,P07,B,0,7,5.0,0,1.8
S0004577,2025-03-17,P07,B,1,7,5.0,0,1.8
S0004578,2025-03-17,P07,B,2,7,6.0,0,1.8
